"","Language","Subscription.Type","Subscription.Event.Type","Purchase.Store","Purchase.Amount","Currency","Demo.User","Free.Trial.User","Auto.Renew","Country","User.Type","Lead.Platform","Email.Subscriber","Push.Notifications","Send.Count","Open.Count","Click.Count","Unique.Open.Count","Unique.Click.Count","Dollar_val","sub_len_mnth","cluster"
"14010","ALL","Lifetime","INITIAL_PURCHASE","Web",213.93,"USD","No","No","Off","Other","Other","Unknown","No","No",6,0,0,0,0,213.93,1027.89285714286,4
"31442","ESP","Limited","RENEWAL","App",NA,"NULL","No","Yes","Off","US/Canada","Consumer","App","Yes","Yes",6,0,0,0,0,0,13.1785714285714,2
"6446","ESC","Limited","INITIAL_PURCHASE","Web",0,"USD","No","No","Off","US/Canada","Consumer","Web","No","Yes",NA,NA,NA,NA,NA,0,6.5,5
"10229","FRA","Limited","INITIAL_PURCHASE","Web",0,"USD","No","No","On","Other","Consumer","Web","Yes","Yes",244,165,0,86,0,0,13.0357142857143,4
"29667","ESP","Limited","RENEWAL","App",NA,"NULL","Yes","No","On","US/Canada","Consumer","App","Yes","Yes",4,0,0,0,0,0,6.53571428571429,2
"24897","GRK","Limited","RENEWAL","Web",40.83,"GBP","No","No","On","Other","Other","Unknown","No","No",18,18,18,2,2,53.8956,9.78571428571428,4
"21039","ENG","Limited","INITIAL_PURCHASE","Web",20.87,"EUR","No","No","Off","Other","Other","Unknown","No","No",NA,NA,NA,NA,NA,24.8353,1.5,4
"16324","ESP","Limited","INITIAL_PURCHASE","Web",128.52,"USD","No","No","On","Other","Other","Unknown","No","No",4,0,0,0,0,128.52,6.5,4
"29065","ENG","Limited","RENEWAL","App",NA,"NULL","No","Yes","Off","Other","Consumer","App","No","Yes",NA,NA,NA,NA,NA,0,13.1428571428571,2
"9089","ALL","Lifetime","INITIAL_PURCHASE","Web",199,"USD","No","No","Off","US/Canada","Consumer","Web","Yes","Yes",14,4,0,1,0,199,1027.53571428571,5
"31372","ESC","Limited","INITIAL_PURCHASE","App",NA,"NULL","Yes","No","Off","US/Canada","Consumer","App","Yes","Yes",73,4,0,3,0,0,13.0357142857143,2
"18137","ESP","Limited","INITIAL_PURCHASE","Web",0,"USD","No","No","Off","Other","Other","Unknown","No","No",51,0,0,0,0,0,3.25,4
"23056","ESC","Limited","RENEWAL","Web",10.83,"GBP","Yes","No","Off","Europe","Consumer","Web","No","Yes",NA,NA,NA,NA,NA,14.2956,5.46428571428571,1
"21489","ALL","Lifetime","INITIAL_PURCHASE","Web",199,"EUR","No","No","Off","Other","Other","Unknown","No","No",1,0,0,0,0,236.81,1027.82142857143,4
"3624","ESP","Limited","INITIAL_PURCHASE","Web",0,"USD","No","No","Off","US/Canada","Consumer","Web","No","Yes",NA,NA,NA,NA,NA,0,6.5,5
"22967","JPN","Limited","INITIAL_PURCHASE","Web",39.2,"GBP","No","No","Off","Other","Other","Unknown","No","No",NA,NA,NA,NA,NA,51.744,3.28571428571429,4
"2487","FRA","Limited","INITIAL_PURCHASE","Web",0,"USD","Yes","No","Off","US/Canada","Consumer","App","No","Yes",NA,NA,NA,NA,NA,0,13.0357142857143,5
"27754","ENG","Limited","INITIAL_PURCHASE","App",NA,"NULL","No","Yes","Off","Other","Consumer","App","Yes","Yes",NA,NA,NA,NA,NA,0,4.42857142857143,2
"4262","ESP","Limited","INITIAL_PURCHASE","Web",0,"USD","No","No","On","US/Canada","Consumer","Web","Yes","Yes",108,0,0,0,0,0,13.0357142857143,5
"15215","ENG","Limited","INITIAL_PURCHASE","Web",0,"USD","No","No","On","Other","Other","Unknown","No","No",NA,NA,NA,NA,NA,0,3.28571428571429,4
"3047","DEU","Limited","RENEWAL","Web",119,"USD","No","No","On","US/Canada","Consumer","Web","Yes","Yes",2,0,0,0,0,119,19.5357142857143,5
"13601","ALL","Lifetime","INITIAL_PURCHASE","Web",214.92,"USD","No","No","Off","Other","Other","Unknown","No","No",3,1,0,1,0,214.92,1027.39285714286,4
"2394","DEU","Limited","INITIAL_PURCHASE","Web",0,"USD","No","No","On","US/Canada","Consumer","Web","Yes","Yes",4,2,2,1,1,0,13.0714285714286,5
"22611","ENG","Limited","INITIAL_PURCHASE","Web",38.33,"EUR","No","No","On","Other","Other","Unknown","No","No",NA,NA,NA,NA,NA,45.6127,3.28571428571429,4
"23401","ARA","Lifetime","INITIAL_PURCHASE","Web",199,"GBP","Yes","No","Off","Europe","Consumer","App","No","Yes",2,2,0,1,0,262.68,1033.85714285714,1
"36547","FRA","Limited","INITIAL_PURCHASE","App",NA,"NULL","Yes","No","Off","Other","Consumer","App","Yes","Yes",1,0,0,0,0,0,13.0357142857143,2
"26976","ESP","Limited","INITIAL_PURCHASE","App",NA,"NULL","Yes","No","On","US/Canada","Consumer","App","Yes","Yes",5,0,0,0,0,0,3.28571428571429,2
"28702","ESP","Limited","RENEWAL","App",NA,"NULL","Yes","No","On","US/Canada","Consumer","App","No","Yes",1,0,0,0,0,0,7,2
"19288","ESP","Limited","INITIAL_PURCHASE","Web",0,"USD","No","No","On","US/Canada","Consumer","Web","Yes","Yes",2,0,0,0,0,0,26.1071428571429,5
"34865","ENG","Limited","INITIAL_PURCHASE","App",NA,"NULL","Yes","No","Off","US/Canada","Consumer","App","Yes","Yes",17,0,0,0,0,0,3.28571428571429,2
"11609","ALL","Limited","INITIAL_PURCHASE","Web",100.67,"USD","Yes","No","On","US/Canada","Consumer","App","Yes","Yes",36,0,0,0,0,100.67,13.0357142857143,5
"39518","ALL","Limited","INITIAL_PURCHASE","App",119990000,"EUR","Yes","No","On","Europe","Consumer","App","No","Yes",NA,NA,NA,NA,NA,142.7881,13.0357142857143,2
"17103","ESP","Limited","RENEWAL","Web",35.97,"USD","No","No","On","Other","Other","Unknown","No","No",3,2,0,2,0,35.97,13.0714285714286,4
"5147","ALL","Lifetime","INITIAL_PURCHASE","Web",208.95,"USD","No","No","Off","US/Canada","Consumer","Web","Yes","Yes",180,53,2,46,1,208.95,1027.75,5
"1638","FRA","Limited","INITIAL_PURCHASE","Web",0,"USD","Yes","No","Off","Other","Consumer","App","Yes","Yes",186,6,0,6,0,0,13.0357142857143,4
"20998","FRA","Limited","RENEWAL","Web",16.53,"EUR","No","No","On","Europe","Consumer","Web","Yes","Yes",4,0,0,0,0,19.6707,18.75,1
"7053","ESP","Limited","RENEWAL","Web",35.97,"USD","No","Yes","On","US/Canada","Consumer","Web","Yes","Yes",4,1,0,1,0,35.97,13.1785714285714,5
"12555","HEB","Limited","INITIAL_PURCHASE","Web",0,"USD","No","No","On","Other","Other","Unknown","No","No",NA,NA,NA,NA,NA,0,6.46428571428571,4
"5175","ALL","Lifetime","INITIAL_PURCHASE","Web",199,"USD","No","No","Off","Other","Other","Unknown","No","No",3,3,0,1,0,199,1027.35714285714,4
"11754","ALL","Limited","INITIAL_PURCHASE","Web",95.88,"USD","No","No","On","Other","Other","Unknown","No","No",7,0,0,0,0,95.88,13.0357142857143,4
"32930","ENG","Limited","RENEWAL","App",NA,"NULL","Yes","No","On","US/Canada","Consumer","App","Yes","Yes",1,0,0,0,0,0,16.8571428571429,2
"17468","FRA","Limited","INITIAL_PURCHASE","Web",0,"USD","No","No","Off","Other","Other","Unknown","No","No",37,0,0,0,0,0,3.28571428571429,4
"11246","ALL","Lifetime","INITIAL_PURCHASE","Web",199,"USD","Yes","No","Off","US/Canada","Consumer","Web","Yes","Yes",7,3,0,1,0,199,1027.39285714286,5
"33173","ALL","Lifetime","INITIAL_PURCHASE","App",NA,"NULL","No","No","Off","Other","Other","Unknown","No","No",8,3,0,1,0,0,1028.14285714286,3
"11845","ESP","Limited","RENEWAL","Web",35.97,"USD","No","No","On","Other","Other","Unknown","No","No",8,8,0,4,0,35.97,9.78571428571428,4
"32880","FRA","Limited","RENEWAL","App",NA,"NULL","No","Yes","On","US/Canada","Consumer","App","No","Yes",1,0,0,0,0,0,8.67857142857143,2
"37036","ESP","Limited","RENEWAL","App",NA,"NULL","Yes","No","Off","US/Canada","Consumer","App","Yes","Yes",2,0,0,0,0,0,16.2857142857143,2
"130","ALL","Lifetime","INITIAL_PURCHASE","Web",188.28,"USD","No","No","Off","US/Canada","Consumer","Web","No","Yes",25,7,6,3,2,188.28,1027.71428571429,5
"6063","ALL","Lifetime","INITIAL_PURCHASE","Web",199,"USD","Yes","No","Off","US/Canada","Consumer","App","Yes","Yes",220,69,5,31,4,199,1027.46428571429,5
"18671","ENG","Limited","INITIAL_PURCHASE","Web",65.94,"USD","No","No","Off","Other","Other","Unknown","No","No",6,4,0,2,0,65.94,6.53571428571429,4
"32106","ESP","Limited","RENEWAL","App",NA,"NULL","Yes","No","On","US/Canada","Consumer","App","Yes","Yes",1,0,0,0,0,0,6.53571428571429,2
"30175","ESP","Limited","RENEWAL","App",NA,"NULL","No","Yes","Off","US/Canada","Consumer","App","Yes","Yes",41,0,0,0,0,0,13.1428571428571,2
"38790","FRA","Limited","RENEWAL","App",NA,"NULL","No","No","On","Other","Other","Unknown","No","No",NA,NA,NA,NA,NA,0,26.1071428571429,3
"39180","ITA","Limited","RENEWAL","App",NA,"NULL","Yes","No","Off","US/Canada","Consumer","App","No","Yes",NA,NA,NA,NA,NA,0,6.46428571428571,2
"5033","FRA","Limited","INITIAL_PURCHASE","Web",0,"USD","Yes","No","Off","US/Canada","Consumer","App","Yes","Yes",193,15,0,14,0,0,3.28571428571429,5
"17133","ITA","Limited","RENEWAL","Web",119,"USD","No","No","On","Other","Other","Unknown","No","No",2,0,0,0,0,119,13.0714285714286,4
"20699","EBR","Limited","INITIAL_PURCHASE","Web",0,"EUR","No","No","On","Other","Other","Unknown","No","No",NA,NA,NA,NA,NA,0,6.46428571428571,4
"3152","ITA","Limited","INITIAL_PURCHASE","Web",0,"USD","Yes","No","Off","US/Canada","Consumer","App","No","Yes",NA,NA,NA,NA,NA,0,3.25,5
"14750","ESP","Limited","INITIAL_PURCHASE","Web",0,"USD","No","No","Off","US/Canada","Consumer","Web","Yes","Yes",59,1,0,1,0,0,3.39285714285714,5
"10255","URD","Limited","INITIAL_PURCHASE","Web",0,"USD","No","No","Off","Other","Other","Unknown","No","No",NA,NA,NA,NA,NA,0,6.53571428571429,4
"25074","ESC","Limited","INITIAL_PURCHASE","Web",39,"GBP","No","No","On","Other","Other","Unknown","No","No",2,0,0,0,0,51.48,6.53571428571429,4
"11901","ALL","Lifetime","INITIAL_PURCHASE","Web",170.1,"USD","Yes","No","Off","US/Canada","Consumer","App","Yes","Yes",21,4,3,3,2,170.1,1028.42857142857,5
"30877","ESP","Limited","INITIAL_PURCHASE","App",NA,"NULL","Yes","No","On","US/Canada","Consumer","App","Yes","Yes",150,18,4,8,1,0,3.28571428571429,2
"10265","ESP","Limited","INITIAL_PURCHASE","Web",35.97,"USD","Yes","No","Off","US/Canada","Consumer","App","No","Yes",184,40,1,27,1,35.97,3.28571428571429,5
"21597","EBR","Limited","INITIAL_PURCHASE","Web",38.66,"EUR","No","No","Off","Other","Other","Unknown","No","No",NA,NA,NA,NA,NA,46.0054,3.28571428571429,4
"20363","TUR","Limited","INITIAL_PURCHASE","Web",143.4,"EUR","No","No","Off","Europe","Consumer","Web","No","Yes",NA,NA,NA,NA,NA,170.646,26.1071428571429,1
"25673","RUS","Limited","INITIAL_PURCHASE","App",49990000,"USD","Yes","No","On","US/Canada","Consumer","App","Yes","Yes",7,0,0,0,0,49.99,3.21428571428571,3
"4687","POR","Limited","INITIAL_PURCHASE","Web",0,"USD","No","Yes","Off","US/Canada","Consumer","Web","Yes","Yes",160,6,0,6,0,0,9.75,5
"20949","POR","Limited","RENEWAL","Web",41.18,"EUR","No","No","On","Other","Other","Unknown","No","No",3,3,0,2,0,49.0042,6.5,4
"14500","ALL","Lifetime","INITIAL_PURCHASE","Web",208.95,"USD","No","No","Off","Other","Other","Unknown","No","No",5,0,0,0,0,208.95,1028.5,4
"150","ITA","Limited","INITIAL_PURCHASE","Web",38.22,"USD","Yes","No","On","US/Canada","Consumer","App","Yes","Yes",17,1,0,1,0,38.22,3.21428571428571,5
"3464","FRA","Limited","RENEWAL","Web",79,"USD","Yes","No","Off","US/Canada","Consumer","App","Yes","Yes",195,19,0,7,0,79,6.53571428571429,5
"10588","ALL","Lifetime","INITIAL_PURCHASE","Web",189,"USD","No","No","Off","Other","Other","Unknown","No","No",6,0,0,0,0,189,1028.25,4
"15549","RUS","Limited","INITIAL_PURCHASE","Web",95.88,"USD","No","No","On","US/Canada","Other","Web","Yes","Yes",NA,NA,NA,NA,NA,95.88,13.0714285714286,5
"28709","FRA","Limited","INITIAL_PURCHASE","App",NA,"NULL","Yes","No","Off","US/Canada","Consumer","App","Yes","Yes",7,5,5,1,1,0,5.17857142857143,2
"32646","FRA","Limited","RENEWAL","App",NA,"NULL","Yes","No","On","US/Canada","Consumer","App","Yes","Yes",1,0,0,0,0,0,9.78571428571428,2
"23703","FRA","Limited","INITIAL_PURCHASE","Web",49.5,"GBP","Yes","No","Off","Europe","Consumer","Web","No","Yes",NA,NA,NA,NA,NA,65.34,6.57142857142857,1
"19161","DEU","Limited","INITIAL_PURCHASE","Web",38.22,"USD","No","No","On","Other","Other","Unknown","No","No",9,3,0,1,0,38.22,3.21428571428571,4
"3836","ALL","Lifetime","INITIAL_PURCHASE","Web",189,"USD","No","Yes","Off","US/Canada","Consumer","Web","Yes","Yes",102,61,45,15,3,189,1028.64285714286,5
"5026","FRA","Limited","INITIAL_PURCHASE","Web",39,"USD","No","Yes","On","US/Canada","Consumer","Web","Yes","Yes",NA,NA,NA,NA,NA,39,3.39285714285714,5
"24741","SVE","Limited","INITIAL_PURCHASE","Web",120,"GBP","No","No","On","Other","Other","Unknown","No","No",NA,NA,NA,NA,NA,158.4,26.1071428571429,4
"22013","ESC","Limited","INITIAL_PURCHASE","Web",8.72,"EUR","No","No","On","Other","Other","Unknown","No","No",NA,NA,NA,NA,NA,10.3768,26.1071428571429,4
"16875","ALL","Lifetime","INITIAL_PURCHASE","Web",214.92,"USD","No","No","Off","US/Canada","Consumer","Web","Yes","Yes",213,80,0,28,0,214.92,1027.42857142857,5
"15360","ENG","Limited","RENEWAL","Web",119,"USD","No","No","On","Other","Other","Unknown","No","No",1,0,0,0,0,119,13.0714285714286,4
"3375","ALL","Lifetime","INITIAL_PURCHASE","Web",189,"USD","Yes","No","Off","US/Canada","Consumer","App","Yes","Yes",70,35,13,10,3,189,1028.67857142857,5
"30420","FRA","Limited","INITIAL_PURCHASE","App",NA,"NULL","Yes","No","Off","Other","Consumer","App","Yes","Yes",NA,NA,NA,NA,NA,0,3.28571428571429,2
"30941","ENG","Limited","INITIAL_PURCHASE","App",NA,"NULL","No","Yes","On","US/Canada","Consumer","Web","Yes","Yes",17,0,0,0,0,0,3.28571428571429,2
"15809","LAT","Limited","INITIAL_PURCHASE","Web",107.88,"USD","No","No","Off","US/Canada","Consumer","Web","Yes","Yes",2,1,0,1,0,107.88,13.0714285714286,5
"36259","FRA","Limited","INITIAL_PURCHASE","App",NA,"NULL","Yes","No","Off","US/Canada","Consumer","App","Yes","Yes",14,0,0,0,0,0,3.28571428571429,2
"3527","ALL","Lifetime","INITIAL_PURCHASE","Web",212.13,"USD","No","No","Off","Other","Other","Unknown","No","No",5,0,0,0,0,212.13,1027.92857142857,4
"28131","RUS","Limited","RENEWAL","App",NA,"NULL","No","No","On","Europe","Consumer","Web","Yes","Yes",19,4,3,3,2,0,10.7857142857143,1
"3641","ESP","Limited","RENEWAL","Web",119,"USD","Yes","No","On","US/Canada","Consumer","App","Yes","Yes",4,0,0,0,0,119,13.0714285714286,5
"34083","ITA","Limited","INITIAL_PURCHASE","App",NA,"NULL","Yes","No","Off","Other","Consumer","App","No","Yes",NA,NA,NA,NA,NA,0,1.10714285714286,2
"17310","ESP","Limited","INITIAL_PURCHASE","Web",0,"USD","No","No","On","Other","Other","Unknown","No","No",26,0,0,0,0,0,13.0357142857143,4
"25983","TGL","Limited","INITIAL_PURCHASE","App",49990000,"USD","Yes","No","On","US/Canada","Consumer","App","Yes","Yes",15,11,0,3,0,49.99,3.21428571428571,3
"32613","FRA","Limited","INITIAL_PURCHASE","App",NA,"NULL","Yes","No","On","Other","Consumer","App","No","Yes",NA,NA,NA,NA,NA,0,3.21428571428571,2
"25390","ENG","Limited","INITIAL_PURCHASE","App",69990000,"USD","Yes","No","On","US/Canada","Consumer","App","Yes","Yes",2,0,0,0,0,69.99,6.53571428571429,2
"15250","FRA","Limited","INITIAL_PURCHASE","Web",0,"USD","No","No","Off","Europe","Consumer","Web","Yes","Yes",45,0,0,0,0,0,6.5,1
"29912","ITA","Limited","INITIAL_PURCHASE","App",NA,"NULL","Yes","No","On","Europe","Consumer","App","Yes","Yes",1,0,0,0,0,0,6.5,2
"10729","VIE","Limited","INITIAL_PURCHASE","Web",35.97,"USD","No","No","Off","Other","Other","Unknown","No","No",35,0,0,0,0,35.97,3.28571428571429,4
"35984","ALL","Limited","INITIAL_PURCHASE","App",NA,"NULL","No","No","On","Other","Other","Unknown","No","No",NA,NA,NA,NA,NA,0,13.0357142857143,3
"30534","ENG","Limited","INITIAL_PURCHASE","App",NA,"NULL","Yes","No","Off","Other","Consumer","App","Yes","Yes",NA,NA,NA,NA,NA,0,6.5,2
"10251","ESP","Limited","RENEWAL","Web",79,"USD","No","No","On","US/Canada","Consumer","Web","No","Yes",NA,NA,NA,NA,NA,79,13.0357142857143,5
"24529","ESC","Limited","RENEWAL","Web",82.5,"GBP","No","No","On","Other","Other","Unknown","No","No",8,8,0,2,0,108.9,9.89285714285714,4
"29744","ESP","Limited","INITIAL_PURCHASE","App",NA,"NULL","Yes","No","On","US/Canada","Consumer","App","Yes","Yes",6,1,0,1,0,0,3.64285714285714,2
"13936","FRA","Limited","INITIAL_PURCHASE","Web",0,"USD","No","No","Off","Other","Other","Unknown","No","No",25,0,0,0,0,0,1.07142857142857,4
"1584","ENG","Lifetime","INITIAL_PURCHASE","Web",0,"USD","Yes","No","Off","US/Canada","Consumer","Web","Yes","Yes",NA,NA,NA,NA,NA,0,1040.17857142857,5
"17054","ESP","Limited","INITIAL_PURCHASE","Web",0,"USD","No","No","Off","Other","Other","Unknown","No","No",NA,NA,NA,NA,NA,0,3.17857142857143,4
"32586","ENG","Limited","RENEWAL","App",NA,"NULL","No","Yes","On","US/Canada","Consumer","App","Yes","Yes",NA,NA,NA,NA,NA,0,17.0714285714286,2
"35157","DEU","Limited","RENEWAL","App",NA,"NULL","Yes","No","Off","US/Canada","Consumer","App","Yes","Yes",1,0,0,0,0,0,6.53571428571429,2
"29060","ESP","Limited","INITIAL_PURCHASE","App",NA,"NULL","Yes","No","On","US/Canada","Consumer","App","Yes","Yes",13,8,0,3,0,0,11.7857142857143,2
"25191","FRA","Limited","INITIAL_PURCHASE","Web",11.04,"GBP","No","No","Off","Other","Other","Unknown","No","No",5,3,0,2,0,14.5728,14.1428571428571,4
"24352","JPN","Limited","INITIAL_PURCHASE","Web",24.5,"GBP","No","No","Off","Other","Other","Unknown","No","No",3,3,0,2,0,32.34,6.57142857142857,4
"37891","ESP","Limited","INITIAL_PURCHASE","App",NA,"NULL","No","Yes","Off","Other","Other","Unknown","No","No",NA,NA,NA,NA,NA,0,15.5,3
"11553","ESP","Limited","INITIAL_PURCHASE","Web",0,"USD","No","No","Off","US/Canada","Consumer","Web","Yes","Yes",54,10,0,6,0,0,6.46428571428571,5
"6603","ENG","Limited","INITIAL_PURCHASE","Web",39,"USD","No","Yes","On","US/Canada","Consumer","Web","Yes","Yes",7,0,0,0,0,39,3.25,5
"2069","VIE","Limited","INITIAL_PURCHASE","Web",0,"USD","Yes","No","Off","US/Canada","Consumer","App","Yes","Yes",1,0,0,0,0,0,13,5
"7688","ESP","Limited","INITIAL_PURCHASE","Web",39.03,"USD","Yes","No","Off","US/Canada","Consumer","App","Yes","Yes",NA,NA,NA,NA,NA,39.03,3.28571428571429,5
"11454","CHI","Limited","INITIAL_PURCHASE","Web",0,"USD","No","No","Off","Other","Other","Unknown","No","No",NA,NA,NA,NA,NA,0,3.28571428571429,4
"9010","EBR","Limited","INITIAL_PURCHASE","Web",0,"USD","No","No","Off","Other","Other","Unknown","No","No",NA,NA,NA,NA,NA,0,3.28571428571429,4
"12071","ENG","Limited","INITIAL_PURCHASE","Web",0,"USD","No","No","Off","US/Canada","Consumer","Web","Yes","Yes",NA,NA,NA,NA,NA,0,13.0357142857143,5
"38789","FAR","Limited","INITIAL_PURCHASE","App",NA,"NULL","Yes","No","Off","US/Canada","Consumer","App","Yes","Yes",17,0,0,0,0,0,3.17857142857143,2
"7751","ESP","Limited","INITIAL_PURCHASE","Web",69.5,"USD","Yes","No","Off","US/Canada","Consumer","App","Yes","Yes",120,14,0,10,0,69.5,6.57142857142857,5
"15013","ALL","Lifetime","INITIAL_PURCHASE","Web",189,"USD","No","No","Off","Other","Other","Unknown","No","No",5,3,0,2,0,189,1028.57142857143,4
"7873","ALL","Lifetime","INITIAL_PURCHASE","Web",209.95,"USD","No","No","Off","US/Canada","Consumer","Web","Yes","Yes",168,9,7,4,2,209.95,1027.82142857143,5
"15111","CHI","Limited","INITIAL_PURCHASE","Web",0,"USD","No","No","Off","US/Canada","Consumer","Web","No","Yes",51,10,3,5,1,0,13.0357142857143,5
"23780","ESC","Limited","INITIAL_PURCHASE","Web",29.4,"GBP","Yes","No","Off","Europe","Consumer","App","No","Yes",NA,NA,NA,NA,NA,38.808,3.28571428571429,1
"10100","ESP","Limited","RENEWAL","Web",35.97,"USD","No","No","On","Other","Other","Unknown","No","No",6,4,0,1,0,35.97,6.5,4
"11604","CHI","Limited","INITIAL_PURCHASE","Web",0,"USD","No","No","Off","US/Canada","Consumer","Web","Yes","Yes",140,0,0,0,0,0,3.28571428571429,5
"13242","ITA","Limited","INITIAL_PURCHASE","Web",38.85,"USD","No","No","Off","Other","Other","Unknown","No","No",NA,NA,NA,NA,NA,38.85,3.28571428571429,4
"13815","ESP","Limited","INITIAL_PURCHASE","Web",0,"USD","No","No","Off","Other","Other","Unknown","No","No",37,0,0,0,0,0,1.07142857142857,4
"16198","ENG","Limited","INITIAL_PURCHASE","Web",0,"USD","No","No","On","US/Canada","Consumer","Web","Yes","Yes",18,0,0,0,0,0,6.5,5
"30483","CHI","Limited","RENEWAL","App",NA,"NULL","No","Yes","Off","US/Canada","Consumer","App","Yes","Yes",8,0,0,0,0,0,13.1785714285714,2
"23296","FRA","Limited","INITIAL_PURCHASE","Web",11.04,"GBP","No","No","On","Other","Other","Unknown","No","No",1,0,0,0,0,14.5728,13.0357142857143,4
"5958","JPN","Lifetime","INITIAL_PURCHASE","Web",189,"USD","Yes","No","Off","US/Canada","Consumer","App","Yes","Yes",11,10,10,1,1,189,1031.75,5
"7352","JPN","Limited","RENEWAL","Web",79,"USD","No","No","Off","Other","Other","Unknown","No","No",NA,NA,NA,NA,NA,79,6.82142857142857,4
"27182","FRA","Limited","RENEWAL","App",NA,"NULL","No","Yes","On","US/Canada","Consumer","App","Yes","Yes",NA,NA,NA,NA,NA,0,13.6785714285714,2
"11108","ALL","Lifetime","INITIAL_PURCHASE","Web",215.67,"USD","No","No","Off","Other","Other","Unknown","No","No",3,3,0,1,0,215.67,1027.39285714286,4
"33815","FRA","Limited","INITIAL_PURCHASE","App",NA,"NULL","Yes","No","On","US/Canada","Consumer","App","Yes","Yes",6,0,0,0,0,0,3.28571428571429,2
"32318","ITA","Limited","RENEWAL","App",NA,"NULL","Yes","No","Off","US/Canada","Consumer","App","No","Yes",NA,NA,NA,NA,NA,0,6.46428571428571,2
"23637","ALL","Lifetime","INITIAL_PURCHASE","Web",299,"GBP","No","No","Off","Europe","Consumer","Web","Yes","Yes",41,11,3,8,2,394.68,1027.89285714286,1
"12064","CHI","Limited","INITIAL_PURCHASE","Web",0,"USD","No","No","Off","US/Canada","Consumer","Web","Yes","Yes",161,14,0,11,0,0,13.0357142857143,5
"22411","ENG","Limited","INITIAL_PURCHASE","Web",8.72,"EUR","No","No","Off","Other","Other","Unknown","No","No",NA,NA,NA,NA,NA,10.3768,26.1071428571429,4
"7908","ALL","Lifetime","INITIAL_PURCHASE","Web",211.44,"USD","Yes","No","Off","US/Canada","Consumer","App","Yes","Yes",208,39,22,26,12,211.44,1027.35714285714,5
"499","ALL","Lifetime","INITIAL_PURCHASE","Web",199,"USD","No","Yes","Off","US/Canada","Consumer","Web","Yes","Yes",36,35,6,6,1,199,1028.28571428571,5
