"","Language","Subscription.Type","Subscription.Event.Type","Purchase.Store","Purchase.Amount","Currency","Demo.User","Free.Trial.User","Auto.Renew","Country","User.Type","Lead.Platform","Email.Subscriber","Push.Notifications","Send.Count","Open.Count","Click.Count","Unique.Open.Count","Unique.Click.Count","Dollar_val","sub_len_mnth","cluster"
"39548","ENG","Limited","INITIAL_PURCHASE","App",16.81,"EUR","No","No","On","Other","Other","Unknown","No","No",1,0,0,0,0,2.00039e-05,6.67857142857143,4
"29023","ENG","Limited","INITIAL_PURCHASE","App",NA,"NULL","Yes","No","On","Europe","Consumer","App","Yes","Yes",NA,NA,NA,NA,NA,0,3.28571428571429,2
"24965","DEU","Limited","INITIAL_PURCHASE","Web",53.4,"GBP","No","No","On","Europe","Consumer","Web","No","Yes",11,5,0,1,0,70.488,7,1
"32886","ESP","Limited","INITIAL_PURCHASE","App",NA,"NULL","Yes","No","On","Europe","Consumer","App","Yes","Yes",1,0,0,0,0,0,3.28571428571429,2
"15641","ESP","Limited","RENEWAL","Web",119,"USD","No","No","Off","Other","Other","Unknown","No","No",10,0,0,0,0,119,13.0714285714286,4
"10215","ENG","Limited","INITIAL_PURCHASE","Web",35.97,"USD","No","No","On","Other","Other","Unknown","No","No",NA,NA,NA,NA,NA,35.97,3.25,4
"18216","ESP","Limited","INITIAL_PURCHASE","Web",0,"USD","No","No","Off","Other","Other","Unknown","No","No",62,19,0,10,0,0,3.28571428571429,4
"33348","ESP","Limited","RENEWAL","App",NA,"NULL","Yes","No","Off","US/Canada","Consumer","App","Yes","Yes",26,4,0,2,0,0,2.67857142857143,2
"36591","ESP","Limited","INITIAL_PURCHASE","App",NA,"NULL","Yes","No","On","US/Canada","Consumer","App","Yes","Yes",1,0,0,0,0,0,3.25,2
"21999","JPN","Lifetime","INITIAL_PURCHASE","Web",149,"EUR","No","No","Off","Other","Other","Unknown","No","No",NA,NA,NA,NA,NA,177.31,1027.60714285714,4
"27860","JPN","Limited","INITIAL_PURCHASE","App",NA,"NULL","Yes","No","Off","Other","Consumer","App","Yes","Yes",NA,NA,NA,NA,NA,0,6.5,2
"23465","ESC","Limited","INITIAL_PURCHASE","Web",34.3,"GBP","No","No","Off","Other","Other","Unknown","No","No",NA,NA,NA,NA,NA,45.276,6.5,4
"23385","ESC","Limited","INITIAL_PURCHASE","Web",44.5,"GBP","No","No","On","Europe","Consumer","Web","No","Yes",1,0,0,0,0,58.74,6.53571428571429,1
"21369","EBR","Limited","INITIAL_PURCHASE","Web",149.5,"EUR","No","No","On","Other","Other","Unknown","No","No",18,18,0,4,0,177.905,13.0357142857143,4
"25295","ESC","Limited","INITIAL_PURCHASE","App",44990000,"USD","No","No","On","Other","Other","Unknown","No","No",10,1,0,1,0,44.99,17.0357142857143,3
"29327","FRA","Limited","INITIAL_PURCHASE","App",NA,"NULL","Yes","No","Off","US/Canada","Consumer","App","No","Yes",NA,NA,NA,NA,NA,0,13.0357142857143,2
"39248","ENG","Limited","INITIAL_PURCHASE","App",NA,"NULL","No","No","On","Other","Other","Unknown","No","No",NA,NA,NA,NA,NA,0,3.28571428571429,3
"11936","ALL","Lifetime","INITIAL_PURCHASE","Web",187.06,"USD","No","No","Off","US/Canada","Consumer","Web","Yes","Yes",2,0,0,0,0,187.06,1031.71428571429,5
"13150","ESP","Limited","INITIAL_PURCHASE","Web",0,"USD","No","No","On","Other","Other","Unknown","No","No",NA,NA,NA,NA,NA,0,6.46428571428571,4
"25488","ESP","Limited","RENEWAL","App",49990000,"USD","Yes","No","On","US/Canada","Consumer","App","Yes","Yes",4,0,0,0,0,49.99,6.5,3
"18512","ESP","Limited","INITIAL_PURCHASE","Web",0,"USD","No","No","On","Other","Other","Unknown","No","No",42,2,0,2,0,0,6.57142857142857,4
"26532","RUS","Limited","INITIAL_PURCHASE","App",NA,"NULL","Yes","No","Off","US/Canada","Consumer","App","Yes","Yes",180,6,1,6,1,0,3.28571428571429,2
"24498","KOR","Limited","INITIAL_PURCHASE","Web",119.5,"GBP","No","No","On","Other","Other","Unknown","No","No",NA,NA,NA,NA,NA,157.74,26.0714285714286,4
"19332","ESP","Limited","INITIAL_PURCHASE","Web",35.97,"USD","No","No","On","Other","Other","Unknown","No","No",5,0,0,0,0,35.97,3.28571428571429,4
"26875","ENG","Limited","RENEWAL","App",NA,"NULL","No","Yes","Off","Other","Consumer","App","Yes","Yes",NA,NA,NA,NA,NA,0,1.32142857142857,2
"31552","FRA","Limited","RENEWAL","App",NA,"NULL","No","Yes","Off","Europe","Consumer","App","No","Yes",NA,NA,NA,NA,NA,0,9.14285714285714,2
"4259","KOR","Limited","INITIAL_PURCHASE","Web",0,"USD","No","No","Off","Other","Other","Unknown","No","No",23,0,0,0,0,0,13.0357142857143,4
"23003","GRK","Limited","INITIAL_PURCHASE","Web",8.29,"GBP","No","No","On","Europe","Consumer","Web","Yes","Yes",25,2,0,1,0,10.9428,26.1071428571429,1
"926","ESP","Limited","RENEWAL","Web",35.97,"USD","No","No","On","US/Canada","Consumer","Web","Yes","Yes",13,12,0,2,0,35.97,22.8214285714286,5
"5704","ALL","Lifetime","INITIAL_PURCHASE","Web",199,"USD","No","No","Off","US/Canada","Consumer","Web","No","Yes",193,43,0,21,0,199,1027.67857142857,5
"8936","ALL","Lifetime","INITIAL_PURCHASE","Web",199,"USD","No","No","Off","US/Canada","Consumer","Web","Yes","Yes",137,33,4,10,2,199,1028.10714285714,5
"29903","HIN","Limited","INITIAL_PURCHASE","App",NA,"NULL","Yes","No","On","Other","Consumer","App","No","Yes",1,0,0,0,0,0,11.2857142857143,2
"39165","ESP","Limited","RENEWAL","App",NA,"NULL","No","Yes","Off","US/Canada","Consumer","App","No","Yes",27,8,1,4,1,0,13.1428571428571,2
"9461","ESC","Limited","INITIAL_PURCHASE","Web",0,"USD","No","No","Off","US/Canada","Consumer","Web","Yes","Yes",49,0,0,0,0,0,6.39285714285714,5
"11506","ALL","Lifetime","INITIAL_PURCHASE","Web",216.66,"USD","Yes","No","Off","US/Canada","Consumer","App","No","Yes",4,3,2,2,1,216.66,1027.32142857143,5
"15236","ENG","Limited","INITIAL_PURCHASE","Web",39,"USD","No","No","Off","Other","Other","Unknown","No","No",13,8,6,3,2,39,3.25,4
"24891","ESC","Limited","RENEWAL","Web",10.83,"GBP","No","No","Off","Other","Other","Unknown","No","No",NA,NA,NA,NA,NA,14.2956,4.35714285714286,4
"6404","ALL","Limited","RENEWAL","Web",179,"USD","No","No","On","US/Canada","Consumer","Web","No","Yes",3,2,0,1,0,179,26.1071428571429,5
"8717","ESC","Limited","INITIAL_PURCHASE","Web",0,"USD","No","No","On","US/Canada","Consumer","Web","Yes","Yes",17,0,0,0,0,0,13.0357142857143,5
"11920","ESP","Limited","INITIAL_PURCHASE","Web",0,"USD","No","No","Off","Other","Other","Unknown","No","No",NA,NA,NA,NA,NA,0,3.28571428571429,4
"38441","FRA","Limited","INITIAL_PURCHASE","App",NA,"NULL","Yes","No","Off","Europe","Consumer","App","No","Yes",NA,NA,NA,NA,NA,0,3.21428571428571,2
"914","ESP","Limited","RENEWAL","Web",35.97,"USD","No","Yes","Off","US/Canada","Consumer","Web","Yes","Yes",32,13,2,6,1,35.97,6.85714285714286,5
"5820","RUS","Limited","RENEWAL","Web",79,"USD","No","No","Off","Europe","Consumer","Web","Yes","Yes",70,0,0,0,0,79,13.0357142857143,1
"36745","ITA","Limited","INITIAL_PURCHASE","App",NA,"NULL","Yes","No","Off","US/Canada","Consumer","Web","Yes","Yes",10,3,1,3,1,0,3.21428571428571,2
"17243","ESP","Limited","INITIAL_PURCHASE","Web",0,"USD","No","No","Off","Other","Other","Unknown","No","No",52,0,0,0,0,0,6.57142857142857,4
"1607","ALL","Limited","RENEWAL","Web",179,"USD","No","No","Off","US/Canada","Consumer","Web","Yes","Yes",15,12,0,2,0,179,26.1071428571429,5
"21626","ALL","Lifetime","INITIAL_PURCHASE","Web",199,"EUR","No","No","Off","Other","Other","Unknown","No","No",1,0,0,0,0,236.81,1027.82142857143,4
"20347","ARA","Limited","INITIAL_PURCHASE","Web",69,"EUR","No","No","On","Other","Other","Unknown","No","No",1,0,0,0,0,82.11,13.0714285714286,4
"22942","ALL","Lifetime","INITIAL_PURCHASE","Web",299,"EUR","No","No","Off","Other","Other","Unknown","No","No",2,2,0,1,0,355.81,1027.57142857143,4
"2467","ALL","Lifetime","INITIAL_PURCHASE","Web",216.66,"USD","No","No","Off","US/Canada","Consumer","Web","Yes","Yes",10,1,0,1,0,216.66,1027.85714285714,5
"2410","ENG","Limited","RENEWAL","Web",79,"USD","Yes","No","On","US/Canada","Consumer","App","Yes","Yes",3,0,0,0,0,79,6.5,5
"38353","EBR","Limited","RENEWAL","App",NA,"NULL","No","No","Off","Other","Other","Unknown","No","No",NA,NA,NA,NA,NA,0,13.1428571428571,3
"1886","ALL","Limited","RENEWAL","Web",179,"USD","No","No","On","US/Canada","Consumer","Web","No","Yes",3,0,0,0,0,179,26.1071428571429,5
"8603","ALL","Lifetime","INITIAL_PURCHASE","Web",199,"USD","No","Yes","Off","Other","Consumer","Web","No","Yes",49,17,6,6,1,199,1027.32142857143,4
"35632","JPN","Limited","RENEWAL","App",NA,"NULL","Yes","No","Off","US/Canada","Consumer","App","Yes","Yes",17,0,0,0,0,0,7,2
"23277","RUS","Limited","INITIAL_PURCHASE","Web",29,"GBP","No","No","Off","Europe","Consumer","Web","No","Yes",NA,NA,NA,NA,NA,38.28,3.28571428571429,1
"19824","POR","Limited","INITIAL_PURCHASE","Web",0,"USD","No","No","On","Other","Other","Unknown","No","No",2,2,0,1,0,0,14.8928571428571,4
"15737","GRK","Limited","INITIAL_PURCHASE","Web",0,"USD","No","No","Off","Other","Other","Unknown","No","No",NA,NA,NA,NA,NA,0,3.28571428571429,4
"19146","GRK","Limited","INITIAL_PURCHASE","Web",143.76,"USD","No","No","On","Other","Other","Unknown","No","No",NA,NA,NA,NA,NA,143.76,26.1071428571429,4
"19984","RUS","Limited","INITIAL_PURCHASE","Web",24.5,"EUR","No","Yes","Off","Europe","Consumer","Web","No","Yes",113,52,0,20,0,29.155,4,1
"34500","ENG","Limited","RENEWAL","App",NA,"NULL","No","Yes","Off","Europe","Consumer","App","Yes","Yes",NA,NA,NA,NA,NA,0,13.1428571428571,2
"25917","ESP","Limited","INITIAL_PURCHASE","App",44990000,"USD","Yes","No","On","US/Canada","Consumer","App","Yes","Yes",19,2,0,1,0,44.99,3.28571428571429,3
"29653","ESP","Limited","INITIAL_PURCHASE","App",NA,"NULL","Yes","No","On","US/Canada","Consumer","App","Yes","Yes",95,8,4,4,1,0,3.28571428571429,2
"14796","ITA","Limited","INITIAL_PURCHASE","Web",169,"USD","No","No","Off","Other","Other","Unknown","No","No",NA,NA,NA,NA,NA,169,13.0714285714286,4
"23752","FRA","Limited","INITIAL_PURCHASE","Web",15.83,"GBP","No","No","On","Other","Other","Unknown","No","No",NA,NA,NA,NA,NA,20.8956,3.21428571428571,4
"34325","ESC","Limited","INITIAL_PURCHASE","App",NA,"NULL","Yes","No","Off","US/Canada","Consumer","App","No","Yes",NA,NA,NA,NA,NA,0,3.28571428571429,2
"31801","ALL","Lifetime","INITIAL_PURCHASE","App",NA,"NULL","Yes","No","Off","US/Canada","Consumer","App","No","Yes",4,4,2,2,1,0,1027.5,2
"24283","ITA","Limited","INITIAL_PURCHASE","Web",119.5,"GBP","No","No","On","Other","Other","Unknown","No","No",NA,NA,NA,NA,NA,157.74,26.0714285714286,4
"16752","ARA","Limited","INITIAL_PURCHASE","Web",0,"USD","No","No","On","Other","Other","Unknown","No","No",38,0,0,0,0,0,6.46428571428571,4
"27631","ENG","Limited","INITIAL_PURCHASE","App",NA,"NULL","Yes","No","Off","Other","Consumer","App","Yes","Yes",1,0,0,0,0,0,13.0357142857143,2
"5082","ESC","Limited","INITIAL_PURCHASE","Web",0,"USD","No","No","Off","US/Canada","Consumer","Web","Yes","Yes",103,0,0,0,0,0,6.46428571428571,5
"26433","ESP","Limited","INITIAL_PURCHASE","App",NA,"NULL","Yes","No","On","US/Canada","Consumer","App","Yes","Yes",8,0,0,0,0,0,3.64285714285714,2
"29303","ITA","Limited","INITIAL_PURCHASE","App",NA,"NULL","Yes","No","Off","Europe","Consumer","App","No","Yes",NA,NA,NA,NA,NA,0,6.57142857142857,2
"14780","ESP","Limited","INITIAL_PURCHASE","Web",0,"USD","No","No","Off","US/Canada","Consumer","Web","Yes","Yes",26,0,0,0,0,0,6.46428571428571,5
"33542","KOR","Limited","INITIAL_PURCHASE","App",NA,"NULL","Yes","No","Off","US/Canada","Consumer","App","Yes","Yes",144,12,0,12,0,0,3.28571428571429,2
"28221","FRA","Limited","RENEWAL","App",NA,"NULL","Yes","No","Off","US/Canada","Consumer","App","Yes","Yes",4,0,0,0,0,0,11.8214285714286,2
"30277","ALL","Lifetime","INITIAL_PURCHASE","App",NA,"NULL","Yes","No","Off","US/Canada","Consumer","App","No","Yes",2,0,0,0,0,0,1027.82142857143,2
"31920","FRA","Limited","INITIAL_PURCHASE","App",NA,"NULL","Yes","No","Off","Europe","Consumer","App","No","Yes",NA,NA,NA,NA,NA,0,13.0357142857143,2
"8479","ESC","Limited","INITIAL_PURCHASE","Web",0,"USD","Yes","No","Off","US/Canada","Consumer","App","No","Yes",NA,NA,NA,NA,NA,0,6.46428571428571,5
"22716","EBR","Limited","INITIAL_PURCHASE","Web",24.5,"EUR","No","No","Off","Other","Other","Unknown","No","No",NA,NA,NA,NA,NA,29.155,3.28571428571429,4
"1748","ENG","Limited","INITIAL_PURCHASE","Web",35.97,"USD","No","Yes","On","US/Canada","Consumer","Web","Yes","Yes",54,46,0,4,0,35.97,3.53571428571429,5
"11757","POR","Limited","INITIAL_PURCHASE","Web",0,"USD","No","No","Off","Other","Other","Unknown","No","No",17,0,0,0,0,0,3.28571428571429,4
"23742","FRA","Limited","INITIAL_PURCHASE","Web",13.61,"GBP","No","No","Off","Europe","Consumer","Web","No","Yes",NA,NA,NA,NA,NA,17.9652,4.28571428571429,1
"28404","ENG","Limited","RENEWAL","App",NA,"NULL","No","Yes","Off","Other","Consumer","App","Yes","Yes",1,0,0,0,0,0,13.1785714285714,2
"9085","ALL","Lifetime","INITIAL_PURCHASE","Web",189,"USD","Yes","No","Off","US/Canada","Consumer","Web","Yes","Yes",129,4,4,1,1,189,1028.39285714286,5
"16445","POR","Limited","INITIAL_PURCHASE","Web",0,"USD","No","No","Off","Other","Other","Unknown","No","No",40,0,0,0,0,0,6.46428571428571,4
"21691","DEU","Limited","INITIAL_PURCHASE","Web",13.94,"EUR","No","No","Off","Other","Other","Unknown","No","No",NA,NA,NA,NA,NA,16.5886,1.92857142857143,4
"6991","CHI","Limited","INITIAL_PURCHASE","Web",35.97,"USD","Yes","No","On","US/Canada","Consumer","App","Yes","Yes",10,4,0,2,0,35.97,3.28571428571429,5
"16559","ESC","Limited","INITIAL_PURCHASE","Web",0,"USD","Yes","No","Off","US/Canada","Consumer","App","Yes","Yes",17,0,0,0,0,0,3.17857142857143,5
"20755","ESC","Limited","RENEWAL","Web",24.79,"EUR","Yes","No","Off","Europe","Consumer","Web","No","Yes",NA,NA,NA,NA,NA,29.5001,6.57142857142857,1
"13445","ALL","Lifetime","INITIAL_PURCHASE","Web",210.94,"USD","No","No","Off","Other","Other","Unknown","No","No",8,0,0,0,0,210.94,1028.25,4
"13877","DEU","Limited","INITIAL_PURCHASE","Web",65.94,"USD","No","No","On","Other","Other","Unknown","No","No",NA,NA,NA,NA,NA,65.94,6.53571428571429,4
"6119","ALL","Lifetime","INITIAL_PURCHASE","Web",209.75,"USD","No","Yes","Off","US/Canada","Consumer","Web","Yes","Yes",51,18,9,6,1,209.75,1027.57142857143,5
"20740","ITA","Limited","INITIAL_PURCHASE","Web",20.87,"EUR","Yes","No","Off","Europe","Consumer","Web","No","Yes",3,3,0,1,0,24.8353,13.0714285714286,1
"18219","ESP","Limited","RENEWAL","Web",79,"USD","No","No","On","Other","Other","Unknown","No","No",5,3,0,1,0,79,13.0714285714286,4
"16830","POR","Limited","INITIAL_PURCHASE","Web",0,"USD","No","No","Off","Other","Other","Unknown","No","No",NA,NA,NA,NA,NA,0,3.28571428571429,4
"32145","ESC","Limited","INITIAL_PURCHASE","App",NA,"NULL","Yes","No","On","US/Canada","Consumer","App","No","Yes",14,4,1,3,1,0,3.28571428571429,2
"20154","SVE","Lifetime","INITIAL_PURCHASE","Web",199,"EUR","Yes","No","Off","Europe","Consumer","Web","No","Yes",17,16,0,2,0,236.81,1028.53571428571,1
"34542","ITA","Limited","RENEWAL","App",NA,"NULL","Yes","No","Off","US/Canada","Consumer","App","Yes","Yes",47,1,0,1,0,0,6.57142857142857,2
"16727","ITA","Limited","RENEWAL","Web",119,"USD","No","No","On","Other","Other","Unknown","No","No",6,0,0,0,0,119,20.1785714285714,4
"1831","POR","Limited","INITIAL_PURCHASE","Web",0,"USD","No","No","Off","US/Canada","Consumer","Web","No","Yes",NA,NA,NA,NA,NA,0,3.28571428571429,5
"16207","ESP","Limited","RENEWAL","Web",79,"USD","Yes","No","On","US/Canada","Consumer","Web","Yes","Yes",31,0,0,0,0,79,9.78571428571428,5
"27738","ESP","Limited","RENEWAL","App",NA,"NULL","No","Yes","Off","US/Canada","Consumer","App","Yes","Yes",10,0,0,0,0,0,13.1785714285714,2
"13728","ITA","Limited","INITIAL_PURCHASE","Web",0,"USD","No","No","Off","US/Canada","Consumer","Web","Yes","Yes",143,129,0,77,0,0,6.46428571428571,5
"8039","KOR","Limited","INITIAL_PURCHASE","Web",0,"USD","No","No","Off","US/Canada","Consumer","Web","No","Yes",5,4,1,3,1,0,16.2857142857143,5
"28311","EBR","Limited","RENEWAL","App",NA,"NULL","Yes","No","On","Europe","Consumer","App","No","Yes",NA,NA,NA,NA,NA,0,9.78571428571428,2
"29564","ALL","Limited","INITIAL_PURCHASE","App",NA,"NULL","Yes","No","On","US/Canada","Consumer","App","Yes","Yes",10,0,0,0,0,0,13.0357142857143,2
"32656","ESP","Limited","INITIAL_PURCHASE","App",NA,"NULL","Yes","No","Off","Europe","Consumer","App","Yes","Yes",2,0,0,0,0,0,3.28571428571429,2
"22494","ALL","Lifetime","INITIAL_PURCHASE","Web",299,"EUR","Yes","No","Off","Europe","Consumer","Web","Yes","Yes",2,2,1,2,1,355.81,1027.60714285714,1
"23020","ESC","Limited","INITIAL_PURCHASE","Web",24.5,"GBP","No","Yes","On","Europe","Consumer","Web","No","Yes",3,0,0,0,0,32.34,3.46428571428571,1
"13579","ENG","Limited","RENEWAL","Web",35.97,"USD","No","No","On","Other","Other","Unknown","No","No",2,0,0,0,0,35.97,16.3214285714286,4
"36911","ESP","Limited","INITIAL_PURCHASE","App",NA,"NULL","No","No","Off","Other","Other","Unknown","No","No",NA,NA,NA,NA,NA,0,3.25,3
"13460","ALL","Limited","INITIAL_PURCHASE","Web",153.25,"USD","No","No","Off","Other","Other","Unknown","No","No",2,0,0,0,0,153.25,26.0714285714286,4
"34912","ITA","Limited","INITIAL_PURCHASE","App",NA,"NULL","Yes","No","Off","US/Canada","Consumer","App","Yes","Yes",196,13,0,10,0,0,6.57142857142857,2
"26260","POR","Limited","INITIAL_PURCHASE","App",NA,"NULL","Yes","No","Off","US/Canada","Consumer","App","Yes","Yes",81,0,0,0,0,0,3.28571428571429,2
"5226","DEU","Limited","INITIAL_PURCHASE","Web",0,"USD","No","No","Off","US/Canada","Consumer","Web","Yes","Yes",24,0,0,0,0,0,3.85714285714286,5
"35651","CHI","Limited","INITIAL_PURCHASE","App",NA,"NULL","Yes","No","Off","US/Canada","Consumer","App","Yes","Yes",25,0,0,0,0,0,13.0357142857143,2
"26471","FRA","Limited","RENEWAL","App",NA,"NULL","Yes","No","On","US/Canada","Consumer","App","Yes","Yes",1,0,0,0,0,0,6.5,2
"8688","ESP","Limited","INITIAL_PURCHASE","Web",39.21,"USD","No","Yes","On","US/Canada","Consumer","Web","Yes","Yes",1,1,0,1,0,39.21,3.46428571428571,5
"32812","ESP","Limited","RENEWAL","App",NA,"NULL","Yes","No","Off","US/Canada","Consumer","App","Yes","Yes",1,0,0,0,0,0,9.82142857142857,2
"6101","ITA","Limited","INITIAL_PURCHASE","Web",35.97,"USD","Yes","No","Off","US/Canada","Consumer","Web","Yes","Yes",9,0,0,0,0,35.97,3.25,5
"6413","ESP","Limited","INITIAL_PURCHASE","Web",0,"USD","No","No","Off","US/Canada","Consumer","Web","No","Yes",NA,NA,NA,NA,NA,0,5.39285714285714,5
"12481","JPN","Limited","INITIAL_PURCHASE","Web",0,"USD","No","No","Off","Other","Other","Unknown","No","No",1,1,0,1,0,0,13.0714285714286,4
"6520","ALL","Lifetime","INITIAL_PURCHASE","Web",199,"USD","No","No","Off","Other","Other","Unknown","No","No",16,0,0,0,0,199,1027.85714285714,4
"11551","FRA","Limited","INITIAL_PURCHASE","Web",35.97,"USD","No","No","Off","Other","Other","Unknown","No","No",29,1,0,1,0,35.97,3.28571428571429,4
"9775","ALL","Lifetime","INITIAL_PURCHASE","Web",189,"USD","No","No","Off","US/Canada","Consumer","Web","Yes","Yes",112,7,3,7,3,189,1028.71428571429,5
"25662","ALL","Limited","INITIAL_PURCHASE","App",109990000,"USD","Yes","No","On","US/Canada","Consumer","App","No","Yes",5,3,3,1,1,109.99,13.0357142857143,2
"30132","ENG","Limited","RENEWAL","App",NA,"NULL","No","Yes","On","Other","Consumer","App","Yes","Yes",2,0,0,0,0,0,12.2857142857143,2
"27823","EBR","Limited","INITIAL_PURCHASE","App",NA,"NULL","No","Yes","Off","Europe","Consumer","Web","Yes","Yes",11,0,0,0,0,0,3.28571428571429,1
"29339","DEU","Limited","RENEWAL","App",NA,"NULL","Yes","No","On","Europe","Consumer","App","Yes","Yes",NA,NA,NA,NA,NA,0,9.78571428571428,2
"15030","ESP","Limited","INITIAL_PURCHASE","Web",35.97,"USD","No","No","Off","Other","Other","Unknown","No","No",2,0,0,0,0,35.97,3.28571428571429,4
"16222","ALL","Lifetime","INITIAL_PURCHASE","Web",210.94,"USD","No","No","Off","Other","Other","Unknown","No","No",7,6,0,3,0,210.94,1027.57142857143,4
"16585","CHI","Limited","INITIAL_PURCHASE","Web",89,"USD","No","No","On","Other","Other","Unknown","No","No",NA,NA,NA,NA,NA,89,26.1071428571429,4
"5174","ESP","Limited","INITIAL_PURCHASE","Web",0,"USD","No","No","Off","US/Canada","Consumer","Web","Yes","Yes",2,0,0,0,0,0,13.0714285714286,5
"20125","FRA","Limited","INITIAL_PURCHASE","Web",53.4,"EUR","Yes","No","Off","Europe","Consumer","App","No","Yes",1,1,0,1,0,63.546,6.5,1
"12600","ESC","Limited","INITIAL_PURCHASE","Web",38.49,"USD","No","No","On","Other","Other","Unknown","No","No",2,0,0,0,0,38.49,3.21428571428571,4
"31572","FRA","Limited","RENEWAL","App",NA,"NULL","No","Yes","On","US/Canada","Consumer","App","Yes","Yes",17,16,1,6,1,0,11.7857142857143,2
"32940","ESP","Limited","INITIAL_PURCHASE","App",NA,"NULL","Yes","No","Off","US/Canada","Consumer","App","No","Yes",NA,NA,NA,NA,NA,0,3.28571428571429,2
"18438","ESP","Limited","INITIAL_PURCHASE","Web",0,"USD","No","No","Off","Other","Other","Unknown","No","No",NA,NA,NA,NA,NA,0,6.39285714285714,4
"29280","JPN","Lifetime","INITIAL_PURCHASE","App",NA,"NULL","Yes","No","Off","US/Canada","Consumer","App","Yes","Yes",3,0,0,0,0,0,1038.92857142857,2
"33982","ITA","Limited","INITIAL_PURCHASE","App",NA,"NULL","Yes","No","On","Europe","Consumer","App","Yes","Yes",17,17,8,1,1,0,3.28571428571429,2
"240","ESP","Limited","INITIAL_PURCHASE","Web",35.97,"USD","No","No","Off","US/Canada","Consumer","Web","Yes","Yes",200,26,5,12,2,35.97,3.28571428571429,5
"38807","CHI","Limited","INITIAL_PURCHASE","App",NA,"NULL","Yes","No","Off","Europe","Consumer","App","No","Yes",NA,NA,NA,NA,NA,0,3.17857142857143,2
"14848","ITA","Lifetime","INITIAL_PURCHASE","Web",0,"USD","No","No","Off","Other","Other","Unknown","No","No",2,2,0,1,0,0,1042.14285714286,4
"11254","FRA","Limited","INITIAL_PURCHASE","Web",35.97,"USD","No","No","On","Other","Other","Unknown","No","No",NA,NA,NA,NA,NA,35.97,3.28571428571429,4
"30235","ESP","Limited","INITIAL_PURCHASE","App",NA,"NULL","No","Yes","On","US/Canada","Consumer","Web","Yes","Yes",12,9,1,5,1,0,11.7857142857143,2
"25104","POR","Limited","INITIAL_PURCHASE","Web",15.83,"GBP","No","No","Off","Other","Other","Unknown","No","No",NA,NA,NA,NA,NA,20.8956,1.10714285714286,4
"18618","ARA","Limited","RENEWAL","Web",79,"USD","No","No","Off","Other","Other","Unknown","No","No",11,1,0,1,0,79,6.57142857142857,4
"12708","ALL","Lifetime","INITIAL_PURCHASE","Web",199,"USD","No","No","Off","Other","Other","Unknown","No","No",7,1,0,1,0,199,1028.53571428571,4
"3350","ESP","Limited","INITIAL_PURCHASE","Web",69.24,"USD","Yes","No","On","US/Canada","Consumer","App","Yes","Yes",2,0,0,0,0,69.24,13.0714285714286,5
"18522","ALL","Lifetime","INITIAL_PURCHASE","Web",199,"USD","No","No","Off","Other","Other","Unknown","No","No",7,4,0,2,0,199,1028.35714285714,4
"37410","ALL","Limited","INITIAL_PURCHASE","App",NA,"NULL","No","Yes","On","Europe","Consumer","App","No","Yes",NA,NA,NA,NA,NA,0,13.1428571428571,2
"28183","ITA","Limited","INITIAL_PURCHASE","App",NA,"NULL","No","No","On","US/Canada","Consumer","Web","Yes","Yes",10,1,0,1,0,0,3.21428571428571,2
"664","RUS","Limited","INITIAL_PURCHASE","Web",35.97,"USD","No","Yes","On","US/Canada","Consumer","Web","Yes","Yes",196,187,184,5,2,35.97,6.53571428571429,5
"27411","EBR","Limited","INITIAL_PURCHASE","App",NA,"NULL","Yes","No","On","Europe","Consumer","App","No","Yes",NA,NA,NA,NA,NA,0,6.5,2
"1783","DEU","Limited","INITIAL_PURCHASE","Web",42.8,"USD","No","Yes","Off","Europe","Consumer","Web","No","Yes",12,12,0,2,0,42.8,3.32142857142857,1
"39436","FRA","Limited","INITIAL_PURCHASE","App",69990000,"EUR","No","Yes","On","Europe","Consumer","Web","No","Yes",18,0,0,0,0,83.2881,7.10714285714286,2
"25033","ESC","Limited","RENEWAL","Web",40.83,"GBP","No","No","On","Other","Other","Unknown","No","No",2,0,0,0,0,53.8956,6.5,4
"23291","ESC","Limited","INITIAL_PURCHASE","Web",49.5,"GBP","No","Yes","Off","Europe","Consumer","Web","No","Yes",NA,NA,NA,NA,NA,65.34,3.75,1
"36977","ESP","Limited","RENEWAL","App",NA,"NULL","No","Yes","On","US/Canada","Consumer","App","Yes","Yes",13,3,0,3,0,0,11.0714285714286,2
"16191","ENG","Limited","INITIAL_PURCHASE","Web",42.08,"USD","No","Yes","Off","US/Canada","Consumer","Web","Yes","Yes",48,0,0,0,0,42.08,3.39285714285714,5
"20739","FRA","Lifetime","INITIAL_PURCHASE","Web",0,"EUR","No","No","Off","Other","Other","Unknown","No","No",NA,NA,NA,NA,NA,0,1038.64285714286,4
"6568","FRA","Limited","INITIAL_PURCHASE","Web",65.94,"USD","Yes","No","On","US/Canada","Consumer","App","Yes","Yes",4,0,0,0,0,65.94,6.53571428571429,5
"2445","ESP","Limited","INITIAL_PURCHASE","Web",0,"USD","Yes","No","Off","US/Canada","Consumer","Web","Yes","Yes",223,69,0,29,0,0,13.0357142857143,5
"16658","ESP","Limited","INITIAL_PURCHASE","Web",0,"USD","No","No","On","US/Canada","Consumer","Web","Yes","Yes",46,0,0,0,0,0,13.0357142857143,5
