Language,Subscription.Type,Subscription.Event.Type,Purchase.Store,Purchase.Amount,Currency,Demo.User,Free.Trial.User,Auto.Renew,Country,User.Type,Lead.Platform,Email.Subscriber,Push.Notifications,Send.Count,Open.Count,Click.Count,Unique.Open.Count,Unique.Click.Count,Dollar_val,sub_len_mnth,cluster
POR,Limited,INITIAL_PURCHASE,App,,NULL,Yes,No,Off,US/Canada,Consumer,App,Yes,Yes,17,0,0,0,0,0,13.03571429,5
ESP,Limited,RENEWAL,App,,NULL,Yes,No,On,US/Canada,Consumer,App,Yes,Yes,1,0,0,0,0,0,19.64285714,5
POR,Limited,RENEWAL,App,,NULL,No,Yes,Off,US/Canada,Consumer,App,Yes,Yes,138,80,0,42,0,0,13.14285714,5
ESC,Limited,INITIAL_PURCHASE,App,,NULL,Yes,No,Off,Europe,Consumer,App,No,Yes,,,,,,0,3.285714286,6
SVE,Lifetime,INITIAL_PURCHASE,App,,NULL,Yes,No,Off,US/Canada,Consumer,App,Yes,Yes,1,0,0,0,0,0,1045.357143,5
ENG,Limited,INITIAL_PURCHASE,App,,NULL,Yes,No,Off,US/Canada,Consumer,App,No,Yes,,,,,,0,3.285714286,5
RUS,Limited,INITIAL_PURCHASE,App,,NULL,No,No,On,Other,Other,Unknown,No,No,14,12,12,1,1,0,13.07142857,1
ENG,Limited,RENEWAL,App,,NULL,Yes,No,On,US/Canada,Consumer,App,No,Yes,,,,,,0,12.03571429,5
FRA,Limited,INITIAL_PURCHASE,App,,NULL,Yes,No,Off,US/Canada,Consumer,App,Yes,Yes,50,0,0,0,0,0,3.285714286,5
FRA,Limited,INITIAL_PURCHASE,App,,NULL,Yes,No,Off,US/Canada,Consumer,App,Yes,Yes,31,2,0,2,0,0,13.03571429,5
ALL,Lifetime,INITIAL_PURCHASE,App,,NULL,Yes,No,Off,US/Canada,Consumer,App,No,Yes,,,,,,0,1027.571429,5
ENG,Limited,RENEWAL,App,,NULL,No,Yes,Off,US/Canada,Consumer,App,No,Yes,,,,,,0,13.14285714,5
RUS,Limited,RENEWAL,App,,NULL,No,Yes,Off,Other,Consumer,App,Yes,Yes,,,,,,0,13.14285714,6
ALL,Lifetime,INITIAL_PURCHASE,App,,NULL,No,No,Off,Other,Other,Unknown,No,No,,,,,,0,1027.607143,1
ESP,Limited,INITIAL_PURCHASE,App,,NULL,Yes,No,Off,US/Canada,Consumer,App,No,Yes,14,1,1,1,1,0,3.214285714,5
ESP,Limited,RENEWAL,App,,NULL,Yes,No,Off,Europe,Consumer,App,No,Yes,20,5,2,4,1,0,6.464285714,6
FRA,Limited,INITIAL_PURCHASE,App,,NULL,Yes,No,Off,US/Canada,Consumer,App,Yes,Yes,125,54,0,53,0,0,3.285714286,5
ESP,Limited,RENEWAL,App,,NULL,Yes,No,Off,US/Canada,Consumer,App,No,Yes,,,,,,0,11.10714286,5
ALL,Lifetime,INITIAL_PURCHASE,App,,NULL,No,No,Off,Other,Other,Unknown,No,No,,,,,,0,1028.285714,1
EBR,Limited,RENEWAL,App,,NULL,No,Yes,Off,Europe,Consumer,App,No,Yes,,,,,,0,13.14285714,6
EBR,Limited,RENEWAL,App,,NULL,Yes,No,Off,Other,Consumer,App,Yes,Yes,,,,,,0,14.14285714,6
FRA,Limited,INITIAL_PURCHASE,App,,NULL,No,No,Off,Other,Other,Unknown,No,No,,,,,,0,3.214285714,1
ESP,Limited,INITIAL_PURCHASE,App,,NULL,Yes,No,Off,US/Canada,Consumer,App,No,Yes,,,,,,0,13.03571429,5
ENG,Limited,RENEWAL,App,,NULL,No,Yes,Off,Other,Other,Unknown,No,No,117,5,0,5,0,0,13.14285714,1
FRA,Limited,RENEWAL,App,,NULL,Yes,No,On,Europe,Consumer,App,No,Yes,,,,,,0,6.535714286,6
ESP,Limited,RENEWAL,App,,NULL,No,Yes,Off,US/Canada,Consumer,App,Yes,Yes,77,0,0,0,0,0,13.14285714,5
ALL,Limited,RENEWAL,App,,NULL,No,Yes,On,US/Canada,Consumer,App,Yes,Yes,10,0,0,0,0,0,13.14285714,5
ESP,Limited,INITIAL_PURCHASE,App,,NULL,Yes,No,Off,US/Canada,Consumer,App,Yes,Yes,145,5,0,4,0,0,3.178571429,5
HEB,Limited,INITIAL_PURCHASE,App,,NULL,Yes,No,Off,US/Canada,Consumer,App,Yes,Yes,66,2,0,2,0,0,3.214285714,5
ENG,Limited,INITIAL_PURCHASE,App,,NULL,Yes,No,Off,Other,Other,Unknown,No,No,,,,,,0,3.285714286,1
ITA,Limited,RENEWAL,App,,NULL,Yes,No,Off,US/Canada,Consumer,App,Yes,Yes,1,0,0,0,0,0,22.82142857,5
ITA,Limited,RENEWAL,App,,NULL,No,Yes,Off,US/Canada,Consumer,App,Yes,Yes,17,0,0,0,0,0,13.14285714,5
ESP,Limited,INITIAL_PURCHASE,App,,NULL,Yes,No,Off,US/Canada,Consumer,App,Yes,Yes,36,2,0,2,0,0,3.285714286,5
ENG,Limited,RENEWAL,App,,NULL,Yes,No,Off,US/Canada,Consumer,App,Yes,Yes,17,0,0,0,0,0,3.285714286,5
ALL,Lifetime,INITIAL_PURCHASE,App,,NULL,Yes,Yes,Off,US/Canada,Consumer,App,Yes,Yes,28,14,11,3,1,0,1027.392857,5
HEB,Limited,INITIAL_PURCHASE,App,,NULL,Yes,No,Off,US/Canada,Consumer,App,Yes,Yes,17,0,0,0,0,0,3.214285714,5
FRA,Limited,INITIAL_PURCHASE,App,,NULL,Yes,No,Off,US/Canada,Consumer,App,Yes,Yes,17,0,0,0,0,0,3.285714286,5
ESC,Limited,RENEWAL,App,,NULL,Yes,No,Off,US/Canada,Consumer,App,No,Yes,,,,,,0,6.535714286,5
ESP,Limited,RENEWAL,App,,NULL,Yes,No,On,US/Canada,Consumer,App,Yes,Yes,4,1,0,1,0,0,11.28571429,5
ESP,Limited,RENEWAL,App,,NULL,No,Yes,Off,US/Canada,Consumer,App,Yes,Yes,17,0,0,0,0,0,13.14285714,5
POR,Lifetime,INITIAL_PURCHASE,App,,NULL,No,No,Off,Other,Other,Unknown,No,No,4,4,0,2,0,0,1027.75,1
ESP,Limited,RENEWAL,App,,NULL,No,Yes,Off,US/Canada,Consumer,App,Yes,Yes,17,0,0,0,0,0,13.14285714,5
CHI,Limited,INITIAL_PURCHASE,App,,NULL,Yes,No,Off,US/Canada,Consumer,App,No,Yes,2,0,0,0,0,0,3.25,5
FRA,Limited,INITIAL_PURCHASE,App,,NULL,No,No,Off,Other,Other,Unknown,No,No,,,,,,0,3.214285714,1
ENG,Limited,INITIAL_PURCHASE,App,,NULL,Yes,No,On,US/Canada,Consumer,App,Yes,Yes,3,1,0,1,0,0,3.285714286,5
CHI,Limited,RENEWAL,App,,NULL,No,No,On,Other,Other,Unknown,No,No,1,0,0,0,0,0,3.392857143,1
ESC,Limited,RENEWAL,App,,NULL,No,No,Off,US/Canada,Consumer,Web,Yes,Yes,20,11,0,10,0,0,6.5,5
JPN,Limited,INITIAL_PURCHASE,App,,NULL,Yes,No,Off,US/Canada,Consumer,App,Yes,Yes,6,0,0,0,0,0,3.285714286,5
ESP,Limited,RENEWAL,App,,NULL,Yes,No,On,US/Canada,Consumer,App,Yes,Yes,2,0,0,0,0,0,16.25,5
FRA,Limited,INITIAL_PURCHASE,App,,NULL,No,No,Off,Other,Other,Unknown,No,No,,,,,,0,13.07142857,1
DEU,Limited,INITIAL_PURCHASE,App,,NULL,Yes,No,Off,US/Canada,Consumer,App,Yes,Yes,17,3,0,1,0,0,3.285714286,5
ENG,Limited,RENEWAL,App,,NULL,No,No,Off,Other,Other,Unknown,No,No,,,,,,0,2.107142857,1
DEU,Limited,INITIAL_PURCHASE,App,,NULL,Yes,No,Off,US/Canada,Consumer,App,Yes,Yes,16,0,0,0,0,0,3.214285714,5
FRA,Limited,RENEWAL,App,,NULL,No,No,Off,Other,Other,Unknown,No,No,,,,,,0,13.14285714,1
ALL,Limited,RENEWAL,App,,NULL,No,Yes,On,US/Canada,Consumer,App,No,Yes,16,3,2,1,1,0,13.53571429,5
ESP,Limited,INITIAL_PURCHASE,App,,NULL,Yes,No,Off,US/Canada,Consumer,App,No,Yes,,,,,,0,13.03571429,5
JPN,Limited,INITIAL_PURCHASE,App,,NULL,Yes,No,Off,US/Canada,Consumer,App,Yes,Yes,188,10,0,9,0,0,3.142857143,5
ESP,Limited,RENEWAL,App,,NULL,No,No,On,Other,Other,Unknown,No,No,7,0,0,0,0,0,12.5,1
ESP,Limited,RENEWAL,App,,NULL,Yes,No,Off,US/Canada,Consumer,App,Yes,Yes,2,0,0,0,0,0,16.28571429,5
VIE,Limited,RENEWAL,App,,NULL,Yes,No,Off,Other,Consumer,App,No,Yes,,,,,,0,6.464285714,6
CHI,Lifetime,INITIAL_PURCHASE,App,,NULL,Yes,No,Off,Other,Consumer,Web,No,Yes,1,0,0,0,0,0,1033.5,6
ESP,Limited,RENEWAL,App,,NULL,No,Yes,Off,US/Canada,Consumer,App,Yes,Yes,13,0,0,0,0,0,13.14285714,5
ENG,Limited,INITIAL_PURCHASE,App,,NULL,Yes,No,On,US/Canada,Consumer,App,Yes,Yes,2,0,0,0,0,0,3.285714286,5
ENG,Limited,RENEWAL,App,,NULL,No,No,Off,Other,Other,Unknown,No,No,,,,,,0,13.14285714,1
ESP,Limited,RENEWAL,App,,NULL,Yes,No,Off,Other,Consumer,App,No,Yes,,,,,,0,4.285714286,6
ESP,Limited,RENEWAL,App,,NULL,No,Yes,On,US/Canada,Consumer,App,No,Yes,1,1,0,1,0,0,10.03571429,5
ESC,Limited,INITIAL_PURCHASE,App,,NULL,No,No,Off,Other,Other,Unknown,No,No,,,,,,0,6.571428571,1
ENG,Limited,RENEWAL,App,,NULL,Yes,No,On,US/Canada,Consumer,App,Yes,Yes,4,0,0,0,0,0,16.82142857,5
NED,Limited,INITIAL_PURCHASE,App,,NULL,Yes,No,On,US/Canada,Consumer,Web,Yes,Yes,6,0,0,0,0,0,3.25,5
TGL,Limited,RENEWAL,App,,NULL,No,Yes,Off,US/Canada,Consumer,App,Yes,Yes,35,0,0,0,0,0,13.14285714,5
KOR,Limited,RENEWAL,App,,NULL,Yes,No,Off,Other,Consumer,App,No,Yes,,,,,,0,2.178571429,6
JPN,Limited,INITIAL_PURCHASE,App,,NULL,Yes,No,Off,US/Canada,Consumer,App,Yes,Yes,2,0,0,0,0,0,13.07142857,5
ITA,Limited,INITIAL_PURCHASE,App,,NULL,No,No,Off,Other,Other,Unknown,No,No,,,,,,0,3.25,1
RUS,Limited,INITIAL_PURCHASE,App,,NULL,Yes,No,Off,Other,Consumer,App,No,Yes,,,,,,0,3.25,6
EBR,Limited,INITIAL_PURCHASE,App,,NULL,Yes,No,Off,Europe,Consumer,App,No,Yes,,,,,,0,13.07142857,6
TGL,Lifetime,INITIAL_PURCHASE,App,,NULL,Yes,No,Off,Other,Other,Unknown,No,No,1,0,0,0,0,0,1037.321429,1
ITA,Limited,INITIAL_PURCHASE,App,,NULL,Yes,No,Off,US/Canada,Consumer,App,No,Yes,116,92,0,58,0,0,3.25,5
ALL,Lifetime,INITIAL_PURCHASE,App,,NULL,No,No,Off,US/Canada,Consumer,Web,Yes,Yes,39,0,0,0,0,0,1027.607143,5
ESP,Limited,INITIAL_PURCHASE,App,,NULL,Yes,No,Off,US/Canada,Consumer,App,No,Yes,,,,,,0,3.285714286,5
FRA,Limited,RENEWAL,App,,NULL,No,No,Off,Other,Other,Unknown,No,No,,,,,,0,6.5,1
ESP,Limited,RENEWAL,App,,NULL,Yes,No,Off,US/Canada,Consumer,App,Yes,Yes,4,0,0,0,0,0,10.82142857,5
GRK,Limited,RENEWAL,App,,NULL,No,No,Off,Other,Other,Unknown,No,No,,,,,,0,6.535714286,1
DEU,Limited,INITIAL_PURCHASE,App,,NULL,Yes,No,On,US/Canada,Consumer,App,Yes,Yes,6,0,0,0,0,0,3.285714286,5
POR,Limited,RENEWAL,App,,NULL,No,Yes,On,US/Canada,Consumer,App,Yes,Yes,3,0,0,0,0,0,10.03571429,5
ESP,Limited,INITIAL_PURCHASE,App,,NULL,Yes,No,Off,US/Canada,Consumer,App,Yes,Yes,17,0,0,0,0,0,3.25,5
ESP,Limited,RENEWAL,App,,NULL,No,Yes,Off,US/Canada,Consumer,App,Yes,Yes,157,10,0,6,0,0,13.14285714,5
JPN,Limited,RENEWAL,App,,NULL,No,Yes,Off,Other,Consumer,App,Yes,Yes,,,,,,0,13.14285714,6
FRA,Limited,RENEWAL,App,,NULL,No,Yes,Off,US/Canada,Consumer,App,Yes,Yes,17,0,0,0,0,0,13.14285714,5
ESP,Limited,RENEWAL,App,,NULL,Yes,No,Off,US/Canada,Consumer,App,Yes,Yes,13,0,0,0,0,0,14.10714286,5
ESP,Limited,RENEWAL,App,,NULL,Yes,No,On,US/Canada,Consumer,App,Yes,Yes,6,0,0,0,0,0,11.57142857,5
ALL,Lifetime,INITIAL_PURCHASE,App,,NULL,Yes,No,Off,US/Canada,Consumer,App,Yes,Yes,38,0,0,0,0,0,1028.214286,5
ESC,Limited,INITIAL_PURCHASE,App,,NULL,No,No,Off,Other,Other,Unknown,No,No,,,,,,0,3.178571429,1
JPN,Limited,INITIAL_PURCHASE,App,,NULL,Yes,No,Off,US/Canada,Consumer,App,Yes,Yes,15,0,0,0,0,0,13.03571429,5
ESP,Limited,INITIAL_PURCHASE,App,,NULL,Yes,No,Off,US/Canada,Consumer,App,Yes,Yes,146,4,0,3,0,0,3.285714286,5
FRA,Limited,RENEWAL,App,,NULL,Yes,No,Off,Europe,Consumer,App,No,Yes,,,,,,0,15.25,6
ESP,Limited,RENEWAL,App,,NULL,Yes,No,Off,US/Canada,Consumer,App,Yes,Yes,1,0,0,0,0,0,16.82142857,5
ESP,Limited,RENEWAL,App,,NULL,No,No,Off,Other,Other,Unknown,No,No,,,,,,0,6.571428571,1
FRA,Limited,INITIAL_PURCHASE,App,,NULL,Yes,No,Off,US/Canada,Consumer,App,Yes,Yes,17,0,0,0,0,0,3.285714286,5
ESP,Limited,RENEWAL,App,,NULL,Yes,No,Off,US/Canada,Consumer,App,Yes,Yes,16,0,0,0,0,0,9.857142857,5
ALL,Lifetime,INITIAL_PURCHASE,App,,NULL,Yes,No,Off,US/Canada,Consumer,App,Yes,Yes,23,6,0,3,0,0,1027.321429,5
HEB,Limited,INITIAL_PURCHASE,App,,NULL,Yes,No,Off,Other,Other,Unknown,No,No,,,,,,0,3.285714286,1
POR,Limited,INITIAL_PURCHASE,App,,NULL,No,Yes,Off,US/Canada,Consumer,App,Yes,Yes,131,0,0,0,0,0,6.607142857,5
POR,Limited,RENEWAL,App,,NULL,No,No,On,Other,Other,Unknown,No,No,,,,,,0,10.07142857,1
TUR,Limited,INITIAL_PURCHASE,App,,NULL,Yes,No,Off,Other,Consumer,App,No,Yes,,,,,,0,3.285714286,6
ITA,Limited,RENEWAL,App,,NULL,No,Yes,Off,US/Canada,Consumer,App,Yes,Yes,36,3,0,3,0,0,13.14285714,5
ESP,Limited,RENEWAL,App,,NULL,No,No,On,Other,Other,Unknown,No,No,1,1,0,1,0,0,11.07142857,1
ALL,Lifetime,INITIAL_PURCHASE,App,,NULL,Yes,No,Off,US/Canada,Consumer,App,Yes,Yes,6,0,0,0,0,0,1027.928571,5
JPN,Limited,INITIAL_PURCHASE,App,,NULL,Yes,No,Off,Europe,Consumer,App,No,Yes,,,,,,0,3.214285714,6
ESC,Limited,INITIAL_PURCHASE,App,,NULL,No,Yes,On,Other,Consumer,Web,Yes,Yes,3,3,3,1,1,0,3.5,6
ESP,Limited,RENEWAL,App,,NULL,No,Yes,Off,US/Canada,Consumer,App,Yes,Yes,13,0,0,0,0,0,13.14285714,5
ITA,Limited,INITIAL_PURCHASE,App,,NULL,Yes,No,On,US/Canada,Consumer,App,Yes,Yes,5,0,0,0,0,0,3.25,5
ALL,Limited,RENEWAL,App,,NULL,No,Yes,Off,US/Canada,Consumer,App,Yes,Yes,14,0,0,0,0,0,13.21428571,5
EBR,Limited,INITIAL_PURCHASE,App,,NULL,No,No,Off,Other,Other,Unknown,No,No,,,,,,0,14.42857143,1
EBR,Limited,RENEWAL,App,,NULL,No,Yes,Off,Europe,Consumer,App,Yes,Yes,67,5,0,5,0,0,13.14285714,6
ESP,Limited,RENEWAL,App,,NULL,No,Yes,Off,US/Canada,Consumer,App,Yes,Yes,37,5,0,4,0,0,13.42857143,5
ENG,Limited,RENEWAL,App,,NULL,No,No,Off,Other,Other,Unknown,No,No,,,,,,0,13.14285714,1
ITA,Limited,INITIAL_PURCHASE,App,,NULL,Yes,No,On,US/Canada,Consumer,App,Yes,Yes,11,0,0,0,0,0,6.5,5
ITA,Limited,INITIAL_PURCHASE,App,,NULL,Yes,No,On,US/Canada,Consumer,App,Yes,Yes,1,1,0,1,0,0,6.535714286,5
KOR,Limited,RENEWAL,App,,NULL,No,Yes,Off,US/Canada,Consumer,App,No,Yes,59,1,1,1,1,0,13.21428571,5
ENG,Limited,RENEWAL,App,,NULL,No,Yes,Off,Other,Consumer,App,No,Yes,,,,,,0,13.14285714,6
CHI,Limited,INITIAL_PURCHASE,App,,NULL,Yes,No,Off,Europe,Consumer,App,No,Yes,,,,,,0,3.214285714,6
ESC,Lifetime,INITIAL_PURCHASE,App,,NULL,No,No,Off,Other,Other,Unknown,No,No,8,5,1,2,1,0,1027.785714,1
ENG,Limited,RENEWAL,App,,NULL,No,Yes,Off,US/Canada,Consumer,App,Yes,Yes,2,0,0,0,0,0,13.17857143,5
ESP,Limited,INITIAL_PURCHASE,App,,NULL,No,Yes,Off,Europe,Consumer,Web,Yes,Yes,7,3,0,3,0,0,3.285714286,6
FRA,Limited,INITIAL_PURCHASE,App,,NULL,No,No,On,Other,Other,Unknown,No,No,1,1,0,1,0,0,11.03571429,1
ALL,Limited,RENEWAL,App,,NULL,No,Yes,On,US/Canada,Consumer,App,No,Yes,,,,,,0,13.14285714,5
ESP,Limited,RENEWAL,App,,NULL,Yes,No,Off,US/Canada,Consumer,App,Yes,Yes,17,0,0,0,0,0,7.571428571,5
DEU,Limited,RENEWAL,App,,NULL,No,Yes,Off,Other,Consumer,App,Yes,Yes,1,0,0,0,0,0,13.17857143,6
EBR,Limited,RENEWAL,App,,NULL,No,No,Off,Other,Other,Unknown,No,No,,,,,,0,13.14285714,1
HEB,Lifetime,INITIAL_PURCHASE,App,,NULL,No,No,Off,Other,Other,Unknown,No,No,4,1,0,1,0,0,1027.392857,1
ALL,Lifetime,INITIAL_PURCHASE,App,,NULL,No,No,Off,Other,Other,Unknown,No,No,3,0,0,0,0,0,1027.428571,1
DEU,Limited,INITIAL_PURCHASE,App,,NULL,Yes,No,On,US/Canada,Consumer,App,Yes,Yes,1,0,0,0,0,0,13.07142857,5
ALL,Limited,INITIAL_PURCHASE,App,,NULL,Yes,No,On,Europe,Consumer,App,Yes,Yes,,,,,,0,13.03571429,6
ESP,Limited,RENEWAL,App,,NULL,Yes,No,Off,US/Canada,Consumer,App,Yes,Yes,2,0,0,0,0,0,19.82142857,5
ARA,Limited,INITIAL_PURCHASE,App,,NULL,Yes,No,Off,Other,Consumer,App,Yes,Yes,,,,,,0,13.03571429,6
POR,Limited,RENEWAL,App,,NULL,No,No,On,Other,Other,Unknown,No,No,1,0,0,0,0,0,11.78571429,1
ESP,Limited,RENEWAL,App,,NULL,No,No,On,US/Canada,Consumer,Web,Yes,Yes,4,0,0,0,0,0,11.07142857,5
KOR,Limited,INITIAL_PURCHASE,App,,NULL,Yes,No,Off,US/Canada,Consumer,App,Yes,Yes,10,0,0,0,0,0,3.25,5
FRA,Limited,INITIAL_PURCHASE,App,,NULL,Yes,No,Off,US/Canada,Consumer,App,Yes,Yes,17,0,0,0,0,0,3.285714286,5
KOR,Limited,INITIAL_PURCHASE,App,,NULL,Yes,No,Off,US/Canada,Consumer,App,Yes,Yes,,,,,,0,13.03571429,5
RUS,Limited,RENEWAL,App,,NULL,No,No,Off,Other,Other,Unknown,No,No,,,,,,0,3.285714286,1
TGL,Limited,RENEWAL,App,,NULL,Yes,No,Off,US/Canada,Consumer,App,Yes,Yes,42,0,0,0,0,0,6.464285714,5
ESP,Limited,RENEWAL,App,,NULL,No,No,Off,Other,Other,Unknown,No,No,,,,,,0,13.14285714,1
NED,Limited,RENEWAL,App,,NULL,No,No,Off,Other,Other,Unknown,No,No,,,,,,0,13.14285714,1
FRA,Limited,INITIAL_PURCHASE,App,,NULL,Yes,No,Off,US/Canada,Consumer,App,Yes,Yes,11,0,0,0,0,0,3.214285714,5
POL,Limited,INITIAL_PURCHASE,App,,NULL,Yes,No,Off,US/Canada,Consumer,App,Yes,Yes,17,0,0,0,0,0,3.285714286,5
ESP,Limited,INITIAL_PURCHASE,App,,NULL,Yes,No,Off,US/Canada,Consumer,App,Yes,Yes,22,0,0,0,0,0,3.25,5
ESP,Limited,RENEWAL,App,,NULL,Yes,No,Off,US/Canada,Consumer,App,Yes,Yes,72,29,0,29,0,0,13.14285714,5
ESP,Limited,RENEWAL,App,,NULL,No,Yes,Off,US/Canada,Consumer,App,Yes,Yes,17,0,0,0,0,0,13.14285714,5
ENG,Lifetime,INITIAL_PURCHASE,App,,NULL,No,No,Off,Other,Other,Unknown,No,No,5,0,0,0,0,0,1027.642857,1
ESP,Limited,INITIAL_PURCHASE,App,,NULL,Yes,No,Off,US/Canada,Consumer,App,Yes,Yes,15,0,0,0,0,0,13.03571429,5
ARA,Limited,INITIAL_PURCHASE,App,,NULL,No,No,Off,Other,Other,Unknown,No,No,,,,,,0,6.464285714,1
ESP,Limited,INITIAL_PURCHASE,App,,NULL,Yes,No,Off,Other,Other,Unknown,No,No,100,17,0,9,0,0,13.03571429,1
RUS,Limited,INITIAL_PURCHASE,App,,NULL,Yes,No,Off,Other,Consumer,App,No,Yes,,,,,,0,3.25,6
ESP,Limited,RENEWAL,App,,NULL,Yes,No,Off,Other,Other,Unknown,No,No,,,,,,0,13.07142857,1
ENG,Limited,INITIAL_PURCHASE,App,,NULL,No,No,Off,Other,Other,Unknown,No,No,1,0,0,0,0,0,6.571428571,1
FRA,Limited,INITIAL_PURCHASE,App,,NULL,Yes,No,Off,US/Canada,Consumer,App,Yes,Yes,13,0,0,0,0,0,3.285714286,5
ESP,Limited,INITIAL_PURCHASE,App,,NULL,Yes,No,Off,US/Canada,Consumer,App,Yes,Yes,8,0,0,0,0,0,3.285714286,5
FRA,Limited,RENEWAL,App,,NULL,Yes,No,Off,US/Canada,Consumer,App,Yes,Yes,167,5,0,5,0,0,9.75,5
FRA,Limited,RENEWAL,App,,NULL,Yes,No,On,US/Canada,Consumer,App,Yes,Yes,50,14,0,9,0,0,17.25,5
ITA,Limited,RENEWAL,App,,NULL,No,No,Off,Other,Other,Unknown,No,No,,,,,,0,6.5,1
ESP,Limited,RENEWAL,App,,NULL,Yes,No,Off,US/Canada,Consumer,App,Yes,Yes,41,32,0,20,0,0,6.5,5
ESP,Limited,RENEWAL,App,,NULL,No,Yes,Off,US/Canada,Consumer,App,Yes,Yes,59,1,0,1,0,0,13.14285714,5
ESP,Limited,RENEWAL,App,,NULL,Yes,No,Off,US/Canada,Consumer,App,Yes,Yes,4,0,0,0,0,0,11.07142857,5
ALL,Limited,RENEWAL,App,,NULL,No,Yes,On,US/Canada,Consumer,App,Yes,Yes,4,0,0,0,0,0,13.14285714,5
SVE,Limited,INITIAL_PURCHASE,App,,NULL,Yes,No,On,US/Canada,Consumer,App,Yes,Yes,6,0,0,0,0,0,3.285714286,5
FRA,Limited,INITIAL_PURCHASE,App,,NULL,Yes,No,Off,US/Canada,Consumer,App,Yes,Yes,91,0,0,0,0,0,3.214285714,5
FRA,Limited,INITIAL_PURCHASE,App,,NULL,No,No,Off,Other,Other,Unknown,No,No,,,,,,0,3.25,1
ESP,Limited,RENEWAL,App,,NULL,No,No,On,Other,Other,Unknown,No,No,,,,,,0,13.07142857,1
ESP,Limited,INITIAL_PURCHASE,App,,NULL,No,No,Off,Other,Other,Unknown,No,No,,,,,,0,1.107142857,1
CHI,Limited,RENEWAL,App,,NULL,Yes,No,On,US/Canada,Consumer,App,Yes,Yes,2,0,0,0,0,0,6.535714286,5
FRA,Limited,INITIAL_PURCHASE,App,,NULL,Yes,No,Off,US/Canada,Consumer,App,Yes,Yes,188,24,0,20,0,0,3.285714286,5
ESC,Limited,INITIAL_PURCHASE,App,,NULL,No,No,Off,Other,Other,Unknown,No,No,,,,,,0,3.285714286,1
ITA,Limited,INITIAL_PURCHASE,App,,NULL,Yes,No,Off,US/Canada,Consumer,App,Yes,Yes,17,0,0,0,0,0,6.464285714,5
ESP,Limited,RENEWAL,App,,NULL,No,Yes,Off,US/Canada,Consumer,App,No,Yes,,,,,,0,13.14285714,5
ESP,Limited,INITIAL_PURCHASE,App,,NULL,Yes,No,Off,US/Canada,Consumer,App,Yes,Yes,15,0,0,0,0,0,13.03571429,5
ESP,Limited,RENEWAL,App,,NULL,Yes,No,On,US/Canada,Consumer,App,Yes,Yes,4,0,0,0,0,0,11.28571429,5
CHI,Limited,RENEWAL,App,,NULL,Yes,No,Off,US/Canada,Consumer,App,No,Yes,,,,,,0,4.285714286,5
ESP,Limited,INITIAL_PURCHASE,App,,NULL,Yes,No,Off,US/Canada,Consumer,App,Yes,Yes,169,11,0,11,0,0,3.285714286,5
ESP,Limited,RENEWAL,App,,NULL,No,Yes,Off,US/Canada,Consumer,App,Yes,Yes,179,53,0,44,0,0,13.14285714,5
DEU,Limited,INITIAL_PURCHASE,App,,NULL,Yes,No,Off,US/Canada,Consumer,App,Yes,Yes,148,4,0,4,0,0,13.03571429,5
ARA,Limited,RENEWAL,App,,NULL,No,Yes,Off,US/Canada,Consumer,App,Yes,Yes,13,0,0,0,0,0,13.14285714,5
ESP,Limited,RENEWAL,App,,NULL,No,Yes,Off,US/Canada,Consumer,App,Yes,Yes,1,0,0,0,0,0,13.14285714,5
ESP,Limited,INITIAL_PURCHASE,App,,NULL,Yes,No,Off,US/Canada,Consumer,App,Yes,Yes,27,4,0,2,0,0,13.03571429,5
ENG,Limited,INITIAL_PURCHASE,App,,NULL,Yes,No,Off,US/Canada,Consumer,App,Yes,Yes,31,0,0,0,0,0,3.285714286,5
EBR,Limited,RENEWAL,App,,NULL,No,Yes,Off,Europe,Consumer,App,No,Yes,,,,,,0,14.14285714,6
ARA,Limited,RENEWAL,App,,NULL,Yes,No,On,US/Canada,Consumer,App,Yes,Yes,2,0,0,0,0,0,6.5,5
ESP,Limited,INITIAL_PURCHASE,App,,NULL,Yes,No,On,US/Canada,Consumer,App,Yes,Yes,8,0,0,0,0,0,12.28571429,5
HIN,Limited,INITIAL_PURCHASE,App,,NULL,No,No,On,Other,Other,Unknown,No,No,12,0,0,0,0,0,10.28571429,1
ESP,Limited,INITIAL_PURCHASE,App,,NULL,Yes,No,On,US/Canada,Consumer,App,Yes,Yes,7,0,0,0,0,0,3.214285714,5
DEU,Limited,INITIAL_PURCHASE,App,,NULL,Yes,No,Off,US/Canada,Consumer,App,Yes,Yes,50,3,0,3,0,0,3.285714286,5
JPN,Limited,RENEWAL,App,,NULL,No,Yes,Off,Other,Consumer,App,Yes,Yes,1,0,0,0,0,0,13.14285714,6
ITA,Limited,INITIAL_PURCHASE,App,,NULL,Yes,No,On,US/Canada,Consumer,App,Yes,Yes,7,0,0,0,0,0,6.5,5
DEU,Limited,INITIAL_PURCHASE,App,,NULL,Yes,No,Off,US/Canada,Consumer,App,Yes,Yes,7,0,0,0,0,0,3.214285714,5
ALL,Limited,RENEWAL,App,,NULL,No,Yes,On,US/Canada,Consumer,App,Yes,Yes,18,14,0,3,0,0,13.14285714,5
